标题,价格,面积,区域,链接
整租·兴业嘉园 1室1厅 西,6000 元/月,51.52㎡,浦东-潍坊-兴业嘉园,https://sh.lianjia.com/zufang/SH1910900127451578368.html
整租·浦发罗兰翡丽 3室2厅 南,8000 元/月,87.75㎡,浦东-唐镇-浦发罗兰翡丽,https://sh.lianjia.com/zufang/SH1910952085986213888.html
整租·万科魅力之城 2室2厅 南,6912 元/月,92.57㎡,闵行-七宝-万科魅力之城,https://sh.lianjia.com/zufang/SH1910947385605881856.html
整租·莱顿小城 3室2厅 南,6000 元/月,118.00㎡,松江-松江大学城-莱顿小城,https://sh.lianjia.com/zufang/SH1950108799800967168.html
整租·海尚逸苑 2室2厅 南,6300 元/月,80.03㎡,虹口-江湾镇-海尚逸苑,https://sh.lianjia.com/zufang/SH1950116272209395712.html
整租·慧芝湖花园（一二期） 1室2厅 南,9200 元/月,69.86㎡,静安-大宁-慧芝湖花园（一二期）,https://sh.lianjia.com/zufang/SH1950112518542196736.html
整租·延吉七村 1室1厅 南,4300 元/月,35.60㎡,杨浦-黄兴公园-延吉七村,https://sh.lianjia.com/zufang/SH1950120024337285120.html
独栋·泊寓 莘庄疏影店 店长力荐无服务费！电梯阳光平层 开间,2248 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26207.html
整租·天山怡景苑 2室2厅 南,11000 元/月,89.71㎡,长宁-天山-天山怡景苑,https://sh.lianjia.com/zufang/SH1950121104810967040.html
整租·金旋小区 1室0厅 南,4200 元/月,36.79㎡,浦东-北蔡-金旋小区,https://sh.lianjia.com/zufang/SH1950122901755658240.html
整租·共康八村 1室1厅 南,3500 元/月,50.00㎡,宝山-共康-共康八村,https://sh.lianjia.com/zufang/SH1950125333717975040.html
整租·保利金色唐城 2室2厅 南,7000 元/月,81.96㎡,浦东-唐镇-保利金色唐城,https://sh.lianjia.com/zufang/SH1950126887355285504.html
整租·荣盛名邸(公寓) 3室2厅 南/北,5200 元/月,107.97㎡,松江-莘闵别墅-荣盛名邸(公寓),https://sh.lianjia.com/zufang/SH1950129763108519936.html
整租·祥德新苑 2室0厅 南,5500 元/月,46.53㎡,虹口-鲁迅公园-祥德新苑,https://sh.lianjia.com/zufang/SH1950131882888790016.html
整租·开元地中海 1室0厅 南,2700 元/月,36.88㎡,松江-松江新城-开元地中海,https://sh.lianjia.com/zufang/SH1950128639244763136.html
整租·恒宇小区 1室1厅 南,3100 元/月,60.00㎡,浦东-杨思前滩-恒宇小区,https://sh.lianjia.com/zufang/SH1950132023527997440.html
独栋·泊寓 莘庄疏影店 【采光巨好】储物带桌 舒适一居 开间,2248 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26207.html
独栋·泊寓 莘庄疏影店 【可办理居住证】超大空间 可月付 拎包入住 精装修 开间,2058 元/月,16.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26207.html
整租·大连西路100号 2室1厅 东/东南,7000 元/月,67.27㎡,虹口-曲阳-大连西路100号,https://sh.lianjia.com/zufang/SH1950140286323654656.html
整租·阳光威尼斯C区 2室2厅 南,6600 元/月,92.77㎡,普陀-真光-阳光威尼斯C区,https://sh.lianjia.com/zufang/SH1950141807761293312.html
独栋·中建·幸孚+公寓 G栋 月赠200元电费 商务双床一居室 民水电送网 烘干机 带电梯 开间,2813-3154 元/月,47.00㎡,仅剩2间,https://sh.lianjia.com/apartment/54384.html
整租·天钥新村 2室0厅 南,5000 元/月,34.09㎡,徐汇-万体馆-天钥新村,https://sh.lianjia.com/zufang/SH1950135247341355008.html
整租·香林雅苑 1室1厅 南,6700 元/月,61.00㎡,浦东-杨思前滩-香林雅苑,https://sh.lianjia.com/zufang/SH1950134306504441856.html
独栋·泊寓 虹桥南华园一期店 【虹桥商务】精装无中介费一居室 宠物友好 开间,2420 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26209.html
整租·瑞虹新城怡庭 2室1厅 南,19000 元/月,101.00㎡,虹口-临平路-瑞虹新城怡庭,https://sh.lianjia.com/zufang/SH1950135085827096576.html
独栋·泊寓 虹桥国展店 【学生专享年签特价房】无物业网络费 民水民电 政府项目有保障 开间,2159 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26214.html
独栋·泊寓 虹桥国展店 【年签限时秒杀手慢无】有厨房 公区免费用 押一付一 民水民电 1室1厅,2998 元/月,52.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26214.html
整租·连城一号 1室1厅 南,2700 元/月,60.40㎡,奉贤-西渡-连城一号,https://sh.lianjia.com/zufang/SH1950148777599827968.html
独栋·泊寓 虹桥国展店 【华山医院附近】押一付一 民水民电 免费床品 灵活租期 开间,2566 元/月,32.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26214.html
整租·泰东新村(徐汇) 1室1厅 南,6500 元/月,43.31㎡,徐汇-徐家汇-泰东新村(徐汇),https://sh.lianjia.com/zufang/SH1950148466269224960.html
整租·龙源星城 2室1厅 南,2000 元/月,66.06㎡,浦东-惠南-龙源星城,https://sh.lianjia.com/zufang/SH1950157742366785536.html
整租·万科白马花园(公寓) 2室2厅 南,4000 元/月,63.47㎡,松江-莘闵别墅-万科白马花园(公寓),https://sh.lianjia.com/zufang/SH1950153480937144320.html
独栋·泊寓 翡翠公园一期店 传音控股 走路上下班 专属优惠 1室1厅,4500 元/月,32.00㎡,仅剩1间,https://sh.lianjia.com/apartment/26213.html
整租·阳光威尼斯(二期) 1室2厅 南,5300 元/月,76.52㎡,普陀-真光-阳光威尼斯(二期),https://sh.lianjia.com/zufang/SH1864218087536984064.html
整租·保利建工西郊锦庐 3室2厅 南,7600 元/月,113.73㎡,青浦-赵巷-保利建工西郊锦庐,https://sh.lianjia.com/zufang/SH1863955394250932224.html
整租·静安晶华园 1室1厅 南,7800 元/月,58.76㎡,静安-江宁路-静安晶华园,https://sh.lianjia.com/zufang/SH1865325106696290304.html
整租·建西小区 2室1厅 南,8000 元/月,57.35㎡,徐汇-建国西路-建西小区,https://sh.lianjia.com/zufang/SH1865338046849744896.html
整租·樱花苑 2室1厅 南,4800 元/月,59.53㎡,普陀-真如-樱花苑,https://sh.lianjia.com/zufang/SH1865236928853442560.html
整租·尚海湾豪庭二期 4室2厅 南/北,43999 元/月,216.13㎡,徐汇-徐汇滨江-尚海湾豪庭二期,https://sh.lianjia.com/zufang/SH1868916187438514176.html
整租·中建锦绣熙岸 4室2厅 南,5500 元/月,123.19㎡,浦东-临港新城-中建锦绣熙岸,https://sh.lianjia.com/zufang/SH1866741105836425216.html
整租·上置美兰优湖 1室1厅 南,2400 元/月,45.00㎡,宝山-罗店-上置美兰优湖,https://sh.lianjia.com/zufang/SH1870475899984412672.html
整租·嘉立国际广场 2室1厅 北,3450 元/月,48.07㎡,松江-松江大学城-嘉立国际广场,https://sh.lianjia.com/zufang/SH1870325284025139200.html
整租·云台一小区 1室1厅 南,5090 元/月,浦东-世博-云台一小区,精选,https://sh.lianjia.com/zufang/SH1792209528859656192.html
整租·龙柏四村 2室1厅 南,6090 元/月,闵行-龙柏-龙柏四村,精选,https://sh.lianjia.com/zufang/SH1799030404674486272.html
整租·尚东鼎 5室2厅 南/北,33060 元/月,214.52㎡,浦东-杨思前滩-尚东鼎,https://sh.lianjia.com/zufang/SH1870392979659685888.html
整租·浦江馨都 1室1厅 南,3300 元/月,57.13㎡,闵行-闵浦-浦江馨都,https://sh.lianjia.com/zufang/SH1869962950878429184.html
整租·华润中央公园四期(浩翔路98弄)(别墅) 4室2厅 南/北,24000 元/月,263.08㎡,嘉定-南翔-华润中央公园四期(浩翔路98弄)(别墅),https://sh.lianjia.com/zufang/SH1869981820183904256.html
整租·万科启宸 3室2厅 南,4300 元/月,95.00㎡,宝山-罗店-万科启宸,https://sh.lianjia.com/zufang/SH1870684271748841472.html
整租·锦麟天地雅苑 3室2厅 南,52000 元/月,315.35㎡,黄浦-新天地-锦麟天地雅苑,https://sh.lianjia.com/zufang/SH1870762307861086208.html
整租·上大聚丰园 3室2厅 南,6600 元/月,139.11㎡,宝山-上大-上大聚丰园,https://sh.lianjia.com/zufang/SH1871060996324327424.html
整租·红旗三村 1室1厅 南,3002 元/月,闵行-老闵行-红旗三村,精选,https://sh.lianjia.com/zufang/SH1799096587213864960.html
整租·九茂小区 1室1厅 东北,5330 元/月,45.88㎡,普陀-长寿路-九茂小区,https://sh.lianjia.com/zufang/SH1792157561365987328.html
整租·四平路2100弄 1室1厅 南,4590 元/月,29.68㎡,杨浦-五角场-四平路2100弄,https://sh.lianjia.com/zufang/SH1799053216432783360.html
整租·百汇园二期 4室2厅 南,33000 元/月,207.29㎡,徐汇-徐汇滨江-百汇园二期,https://sh.lianjia.com/zufang/SH1871146876565192704.html
整租·鹤北新村 2室1厅 南,4130 元/月,63.59㎡,闵行-老闵行-鹤北新村,https://sh.lianjia.com/zufang/SH1798999215540535296.html
整租·恒升半岛 1室0厅 南,4290 元/月,36.25㎡,虹口-北外滩-恒升半岛,https://sh.lianjia.com/zufang/SH1871148350397480960.html
整租·伊泰利大厦 2室2厅 东南,16000 元/月,107.71㎡,徐汇-建国西路-伊泰利大厦,https://sh.lianjia.com/zufang/SH1871066236343812096.html
整租·延宁小区 1室1厅 南,5060 元/月,41.00㎡,静安-大宁-延宁小区,https://sh.lianjia.com/zufang/SH1799071926858022912.html
整租·恒嘉花园 1室1厅 南,4500 元/月,43.39㎡,嘉定-江桥-恒嘉花园,https://sh.lianjia.com/zufang/SH1871189683589873664.html
整租·塘和家园·顺康苑 3室1厅 南,2700 元/月,85.65㎡,松江-泗泾-塘和家园·顺康苑,https://sh.lianjia.com/zufang/SH1871180808564244480.html
整租·海悦华庭 1室1厅 南,9000 元/月,51.68㎡,浦东-杨思前滩-海悦华庭,https://sh.lianjia.com/zufang/SH1871586037168340992.html
整租·万科城市花园 2室1厅 南,5800 元/月,73.00㎡,闵行-七宝-万科城市花园,https://sh.lianjia.com/zufang/SH1839970235055079424.html
整租·乌中小区 2室1厅 东,8500 元/月,66.37㎡,徐汇-衡山路-乌中小区,https://sh.lianjia.com/zufang/SH1839658078165794816.html
整租·金臣颐墅 4室2厅 复式 南,29000 元/月,341.59㎡,青浦-赵巷-金臣颐墅,https://sh.lianjia.com/zufang/SH1854731849046163456.html
独栋·新驰公寓 宝山店 一米阳光房 1室1厅,2400 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/38219.html
整租·静安紫苑 1室0厅 南/西南,7500 元/月,51.85㎡,静安-南京西路-静安紫苑,https://sh.lianjia.com/zufang/SH1855591159401807872.html
整租·大宁金茂府 3室2厅 南,25000 元/月,108.18㎡,静安-大宁-大宁金茂府,https://sh.lianjia.com/zufang/SH1855554533623595008.html
整租·通河一村 2室1厅 南,4300 元/月,56.79㎡,宝山-张庙-通河一村,https://sh.lianjia.com/zufang/SH1855543252686471168.html
整租·万春小区 2室0厅 南,7000 元/月,49.20㎡,静安-曹家渡-万春小区,https://sh.lianjia.com/zufang/SH1855640574934122496.html
整租·海防村 2室1厅 南/北,8900 元/月,51.04㎡,静安-江宁路-海防村,https://sh.lianjia.com/zufang/SH1855839472541761536.html
独栋·新驰公寓 宝山店 静谧单间 1室1厅,2280 元/月,20.00㎡,仅剩1间,https://sh.lianjia.com/apartment/38219.html
独栋·景瑞悦樘 嘉善路小木桥店 双床房可月付 中山医院旁 9号线12号线地铁口200米 1室1厅,6450-6480 元/月,37.00-39.00㎡,仅剩2间,https://sh.lianjia.com/apartment/39208.html
整租·延西小区 2室1厅 南,6300 元/月,53.25㎡,长宁-新华路-延西小区,https://sh.lianjia.com/zufang/SH1855606404367253504.html
独栋·景瑞悦樘 嘉善路小木桥店 邻近各大附属医院 0中介租期灵活通勤便利 1室1厅,6430 元/月,37.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39208.html
整租·陕西南路548弄 1室1厅 北,4200 元/月,17.30㎡,徐汇-建国西路-陕西南路548弄,https://sh.lianjia.com/zufang/SH1856193965682851840.html
整租·金霞苑 3室2厅 南,5400 元/月,94.00㎡,嘉定-江桥-金霞苑,https://sh.lianjia.com/zufang/SH1855828449965375488.html
独栋·微舍共享社区 春耘路店 临近九号线靠近金桥，首月租房送500元水电费 1室1厅,2700 元/月,30.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39249.html
整租·保利云上澄光 3室2厅 南/北,7200 元/月,82.24㎡,嘉定-江桥-保利云上澄光,https://sh.lianjia.com/zufang/SH1855129595448131584.html
整租·梅陇五村 2室1厅 南,4300 元/月,57.18㎡,徐汇-华东理工-梅陇五村,https://sh.lianjia.com/zufang/SH1855510724231561216.html
独栋·景瑞悦樘 嘉善路小木桥店 步行10分钟至中山医院 租期灵活 可月付 直租免中介 1室1厅,6480 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39208.html
独栋·sweet公寓 大宁店 带院子整租一室 长租免一个月房租 近上海大学 大宁国际 1室1厅,4580 元/月,25.00㎡,仅剩2间,https://sh.lianjia.com/apartment/60368.html
独栋·景瑞悦樘 大宁旗舰店 【贝壳精选】地铁口精选外窗朝南押一付一 1室1厅,3980-4380 元/月,36.00-41.00㎡,仅剩2间,https://sh.lianjia.com/apartment/39015.html
独栋·景瑞悦樘 大宁旗舰店 【贝壳精选】1号线地铁口精装文艺一居室 1室1厅,3980 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39015.html
独栋·景瑞悦樘 大宁旗舰店 【贝壳精选】精选地铁口整租朝南整租 1室1厅,3980 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39015.html
独栋·景瑞悦樘 大宁旗舰店 【贝壳精选】中山北路地铁口精选外窗房 1室1厅,3980 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39015.html
整租·汤臣中心 2室1厅 南,7700 元/月,62.11㎡,浦东-陆家嘴-汤臣中心,https://sh.lianjia.com/zufang/SH1855524465996201984.html
整租·宝华海尚郡领 4室2厅 南,15500 元/月,155.00㎡,浦东-北蔡-宝华海尚郡领,https://sh.lianjia.com/zufang/SH1855494829471956992.html
整租·鹏宏苑 1室1厅 南,5000 元/月,60.00㎡,浦东-北蔡-鹏宏苑,https://sh.lianjia.com/zufang/SH1855258604077056000.html
整租·万科翡翠公园三期 3室2厅 南,13000 元/月,114.00㎡,浦东-张江-万科翡翠公园三期,https://sh.lianjia.com/zufang/SH1855481547998625792.html
独栋·景瑞悦樘 大宁旗舰店 【特价无窗房】整租无窗1号线地铁口家电齐全 1室1厅,3300 元/月,28.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39015.html
整租·康定汽车公寓 2室2厅 南,10000 元/月,124.24㎡,静安-曹家渡-康定汽车公寓,https://sh.lianjia.com/zufang/SH1855456762287620096.html
整租·正荣御首府（龙轩路1998弄） 3室1厅 南/北,1400 元/月,111.50㎡,金山-金山新城-正荣御首府（龙轩路1998弄）,https://sh.lianjia.com/zufang/SH1855473027903389696.html
独栋·景瑞悦樘 大宁旗舰店 【特价无窗房】无窗近地铁口配套齐全 1室1厅,3300 元/月,30.00㎡,仅剩1间,https://sh.lianjia.com/apartment/39015.html
整租·星纳家园 3室1厅 南,5000 元/月,76.00㎡,浦东-曹路-星纳家园,https://sh.lianjia.com/zufang/SH1955253862554140672.html
整租·汇景苑 3室2厅 南,28000 元/月,140.53㎡,徐汇-建国西路-汇景苑,https://sh.lianjia.com/zufang/SH1955258007445045248.html
独栋·景瑞悦樘 悦樘小木桥精选旗舰店 地铁口精装公寓押一付一 1室1厅,5450-6800 元/月,35.00-40.00㎡,仅剩2间,https://sh.lianjia.com/apartment/41225.html
整租·金水丽苑 2室2厅 南,1800 元/月,90.00㎡,奉贤-南桥-金水丽苑,https://sh.lianjia.com/zufang/SH1955257540585455616.html
独栋·景瑞悦樘 悦樘小木桥精选旗舰店 精选地铁口外窗整租公寓 1室1厅,7100 元/月,40.00㎡,仅剩1间,https://sh.lianjia.com/apartment/41225.html
整租·明佳苑 2室2厅 南,9000 元/月,110.13㎡,徐汇-万体馆-明佳苑,https://sh.lianjia.com/zufang/SH1955256309741780992.html
整租·首创旭辉城 2室2厅 南/北,3300 元/月,75.30㎡,嘉定-徐行-首创旭辉城,https://sh.lianjia.com/zufang/SH1955256060734341120.html
独栋·景瑞悦樘 悦樘甄选小木桥店 【国庆限时租金减免】进修医生必看中山医院旁特价内窗大一居 1室1厅,5780 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/41883.html
整租·华宝花园 2室1厅 南,6800 元/月,94.04㎡,闵行-七宝-华宝花园,https://sh.lianjia.com/zufang/SH1955256480017940480.html
整租·上海院子 4室1厅 东南,4100 元/月,155.71㎡,嘉定-外冈-上海院子,https://sh.lianjia.com/zufang/SH1955255828357316608.html
独栋·景瑞悦樘 悦樘甄选小木桥店 【国庆限时租金减免】进修医生必看中山医院旁外窗房油烟机做饭 1室1厅,7200 元/月,40.00㎡,仅剩1间,https://sh.lianjia.com/apartment/41883.html
整租·西环四村 1室1厅 南,3500 元/月,48.90㎡,闵行-莘庄北广场-西环四村,https://sh.lianjia.com/zufang/SH1955256700864823296.html
整租·霍新小区 2室1厅 南,5600 元/月,55.37㎡,杨浦-东外滩-霍新小区,https://sh.lianjia.com/zufang/SH1955258276799053824.html
整租·石泉一村 1室1厅 南,4000 元/月,30.58㎡,普陀-光新-石泉一村,https://sh.lianjia.com/zufang/SH1955261652832092160.html
整租·常兴家园 2室1厅 南,4800 元/月,60.23㎡,闵行-春申-常兴家园,https://sh.lianjia.com/zufang/SH1955263282361139200.html
独栋·佳尚公寓 场中路店 超大落地窗 整租独厨独卫 月付可开票 地铁500米 1室1厅,3000-3400 元/月,30.00㎡,仅剩3间,https://sh.lianjia.com/apartment/60850.html
整租·金玉苑（二期） 2室1厅 南/北,7000 元/月,89.44㎡,普陀-长风-金玉苑（二期）,https://sh.lianjia.com/zufang/SH1955265046707699712.html
整租·佘山一品 5室2厅 南/北,15000 元/月,525.53㎡,松江-佘山-佘山一品,https://sh.lianjia.com/zufang/SH1955265106388451328.html
整租·六里嘉园 2室1厅 南/北,5900 元/月,72.54㎡,浦东-杨思前滩-六里嘉园,https://sh.lianjia.com/zufang/SH1955267520478838784.html
独栋·sweet公寓 大宁店 上海大学 大宁广场 宠物友好 免一个月房租 一号线直达人广 1室1厅,5780 元/月,35.00㎡,仅剩2间,https://sh.lianjia.com/apartment/60368.html
整租·永和二村 2室1厅 南,5000 元/月,60.95㎡,静安-永和-永和二村,https://sh.lianjia.com/zufang/SH1955273305489408000.html
整租·向新新村 1室0厅 南,6000 元/月,35.78㎡,静安-江宁路-向新新村,https://sh.lianjia.com/zufang/SH1955269912658182144.html
独栋·sweet公寓 大宁店 带院子 近上海大学 大宁久光 不短租 免一个月房租 宠物友好 1室1厅,5380 元/月,35.00㎡,仅剩2间,https://sh.lianjia.com/apartment/60368.html
整租·柳营路1025弄 1室1厅 南,4100 元/月,36.69㎡,静安-大宁-柳营路1025弄,https://sh.lianjia.com/zufang/SH1955271104071204864.html
整租·虹一小区 2室1厅 南,6000 元/月,50.25㎡,长宁-虹桥-虹一小区,https://sh.lianjia.com/zufang/SH1955273950229430272.html
独栋·景瑞悦樘 碧云二店 【免1个月租金】特价无窗大平层可长短租押一付一 1室1厅,2180 元/月,31.00㎡,仅剩1间,https://sh.lianjia.com/apartment/42656.html
整租·双秀西园 1室1厅 南,4500 元/月,54.19㎡,浦东-康桥-双秀西园,https://sh.lianjia.com/zufang/SH1955274204416835584.html
独栋·景瑞悦樘 碧云二店 台儿庄路地铁口独栋复式公寓直租 无杂费押一付一 地铁口一百米 1室1厅,3380 元/月,36.00㎡,仅剩1间,https://sh.lianjia.com/apartment/42656.html
整租·瑞和明庭南区 2室1厅 南/北,3800 元/月,73.32㎡,青浦-徐泾-瑞和明庭南区,https://sh.lianjia.com/zufang/SH1955283220299776000.html
整租·金恒小区 2室1厅 南,5800 元/月,51.44㎡,浦东-北蔡-金恒小区,https://sh.lianjia.com/zufang/SH1955279798439772160.html
整租·碧海现代苑 1室1厅 南,4617 元/月,浦东-金桥-碧海现代苑,精选,https://sh.lianjia.com/zufang/SH1794748120555323392.html
整租·金家巷西弄 1室1厅 北,4660 元/月,静安-曹家渡-金家巷西弄,精选,https://sh.lianjia.com/zufang/SH1794753717040316416.html
整租·保利茉莉公馆二期 2室2厅 南,7700 元/月,87.96㎡,闵行-浦江-保利茉莉公馆二期,https://sh.lianjia.com/zufang/SH1920449696376029184.html
整租·红馥里 1室1厅 南,4000 元/月,59.14㎡,虹口-江湾镇-红馥里,https://sh.lianjia.com/zufang/SH1920461313243348992.html
整租·安亭瑞仕华庭(别墅) 5室2厅 南,17000 元/月,343.34㎡,嘉定-安亭-安亭瑞仕华庭(别墅),https://sh.lianjia.com/zufang/SH1920462065886035968.html
整租·文苑小区(虹口) 3室1厅 南,6900 元/月,97.14㎡,虹口-凉城-文苑小区(虹口),https://sh.lianjia.com/zufang/SH1920455415976427520.html
整租·梅陇十村 1室1厅 南,4600 元/月,49.98㎡,徐汇-华东理工-梅陇十村,https://sh.lianjia.com/zufang/SH1920472331034034176.html
整租·天山三村 1室0厅 北,3800 元/月,26.21㎡,长宁-中山公园-天山三村,https://sh.lianjia.com/zufang/SH1920463316556185600.html
整租·欣乐苑（东苑） 2室1厅 南/北,4100 元/月,55.00㎡,青浦-华新-欣乐苑（东苑）,https://sh.lianjia.com/zufang/SH1920476191504990208.html
整租·桃浦一村瑞香苑 2室1厅 南,4430 元/月,51.09㎡,普陀-桃浦-桃浦一村瑞香苑,https://sh.lianjia.com/zufang/SH1794746451314606080.html
整租·光新大楼 2室0厅 东,9300 元/月,67.00㎡,普陀-光新-光新大楼,https://sh.lianjia.com/zufang/SH1920673618317017088.html
整租·裕鸿佳苑(裕展路766弄) 3室2厅 南,1600 元/月,125.00㎡,崇明-陈家镇-裕鸿佳苑(裕展路766弄),https://sh.lianjia.com/zufang/SH1920673797996806144.html
整租·市光二村 1室1厅 南,3300 元/月,37.69㎡,杨浦-中原-市光二村,https://sh.lianjia.com/zufang/SH1920477188428136448.html
整租·海普苑 2室2厅 南/北,8300 元/月,116.72㎡,普陀-真光-海普苑,https://sh.lianjia.com/zufang/SH1920687384664473600.html
整租·宜君路79号 2室1厅 南/北,5400 元/月,49.68㎡,普陀-甘泉宜川-宜君路79号,https://sh.lianjia.com/zufang/SH1920695671136976896.html
整租·汤臣中心 1室1厅 西北,5260 元/月,48.00㎡,浦东-陆家嘴-汤臣中心,https://sh.lianjia.com/zufang/SH1794756935623376896.html
整租·清馨苑 3室1厅 南,6000 元/月,98.77㎡,闵行-颛桥-清馨苑,https://sh.lianjia.com/zufang/SH1920681890096873472.html
整租·新华小区 1室1厅 南,2000 元/月,43.84㎡,闵行-老闵行-新华小区,https://sh.lianjia.com/zufang/SH1920703325599170560.html
整租·佘山假日半岛 1室1厅 南,3490 元/月,36.00㎡,松江-佘山-佘山假日半岛,https://sh.lianjia.com/zufang/SH1794752811947261952.html
整租·昆山小区 1室1厅 南,5267 元/月,30.00㎡,虹口-北外滩-昆山小区,https://sh.lianjia.com/zufang/SH1794755940877074432.html
整租·国和苑 2室1厅 南,5130 元/月,55.95㎡,杨浦-中原-国和苑,https://sh.lianjia.com/zufang/SH1794756792526307328.html
整租·大华三村二街坊 2室1厅 南,4500 元/月,45.48㎡,宝山-大华-大华三村二街坊,https://sh.lianjia.com/zufang/SH1920723314033033216.html
整租·临沂二村 1室1厅 南,4000 元/月,36.62㎡,浦东-南码头-临沂二村,https://sh.lianjia.com/zufang/SH1920712825710313472.html
整租·君莲宏润丽苑 2室1厅 南/北,3800 元/月,84.99㎡,闵行-颛桥-君莲宏润丽苑,https://sh.lianjia.com/zufang/SH1920723710365401088.html
整租·奔腾新干线 1室1厅 南,6500 元/月,36.64㎡,静安-西藏北路-奔腾新干线,https://sh.lianjia.com/zufang/SH1920709553297555456.html
整租·春港丽园(公寓) 3室1厅 南,6300 元/月,88.00㎡,浦东-张江-春港丽园(公寓),https://sh.lianjia.com/zufang/SH1920717261602029568.html
整租·奔腾新干线 1室1厅 南,5500 元/月,45.38㎡,静安-西藏北路-奔腾新干线,https://sh.lianjia.com/zufang/SH1920712634395525120.html
整租·紫欣公寓 3室2厅 南,9200 元/月,122.13㎡,闵行-莘庄南广场-紫欣公寓,https://sh.lianjia.com/zufang/SH1920737405619404800.html
整租·中凯城市之光(静安) 2室1厅 南,12000 元/月,83.79㎡,静安-南京西路-中凯城市之光(静安),https://sh.lianjia.com/zufang/SH1920745662740168704.html
整租·锦绣天第花园 3室2厅 南,14000 元/月,127.14㎡,浦东-杨东-锦绣天第花园,https://sh.lianjia.com/zufang/SH1920775447805689856.html
整租·绿地海悦 1室1厅 西,6360 元/月,静安-苏河湾-绿地海悦,精选,https://sh.lianjia.com/zufang/SH1948406456160092160.html
整租·虹桥璀璨公馆 2室1厅 南,6990 元/月,青浦-徐泾-虹桥璀璨公馆,精选,https://sh.lianjia.com/zufang/SH1948441733326962688.html
整租·美罗家园宝欣苑五村 1室1厅 南,2960 元/月,宝山-罗店-美罗家园宝欣苑五村,精选,https://sh.lianjia.com/zufang/SH1948466666224484352.html
整租·旭辉浦江国际广场(酒店式公寓) 1室1厅 东,3590 元/月,闵行-浦江-旭辉浦江国际广场(酒店式公寓),精选,https://sh.lianjia.com/zufang/SH1948633205540126720.html
整租·锦屏公寓 2室2厅 东南,15200 元/月,120.00㎡,长宁-中山公园-锦屏公寓,https://sh.lianjia.com/zufang/SH1922285889468235776.html
整租·爱法新都 4室1厅 南/北,10500 元/月,136.28㎡,浦东-金桥-爱法新都,https://sh.lianjia.com/zufang/SH1922282694541049856.html
整租·竹园新村(浦东) 2室1厅 南,5960 元/月,浦东-源深-竹园新村(浦东),精选,https://sh.lianjia.com/zufang/SH1949798938009665536.html
整租·绿地南桥新苑 3室2厅 南,2400 元/月,109.65㎡,奉贤-南桥-绿地南桥新苑,https://sh.lianjia.com/zufang/SH1922284173029015552.html
整租·漕溪大楼 2室1厅 南,8390 元/月,徐汇-徐家汇-漕溪大楼,精选,https://sh.lianjia.com/zufang/SH1949891137917419520.html
整租·辽源一村 1室1厅 南,4590 元/月,杨浦-鞍山-辽源一村,精选,https://sh.lianjia.com/zufang/SH1950043792623009792.html
整租·前滩禧悦 2室2厅 南,8000 元/月,147.16㎡,闵行-闵浦-前滩禧悦,https://sh.lianjia.com/zufang/SH1922231876450254848.html
整租·海博大厦 1室1厅 南,3750 元/月,35.00㎡,浦东-南码头-海博大厦,https://sh.lianjia.com/zufang/SH1922238727392854016.html
整租·龙柏二村 2室1厅 南,5990 元/月,闵行-龙柏-龙柏二村,精选,https://sh.lianjia.com/zufang/SH1948677161741189120.html
整租·嘉实上城名都(公寓) 3室2厅 南/北,2100 元/月,92.87㎡,嘉定-安亭-嘉实上城名都(公寓),https://sh.lianjia.com/zufang/SH1922241470262149120.html
整租·金城大厦 1室0厅 南,5588 元/月,51.73㎡,静安-苏河湾-金城大厦,https://sh.lianjia.com/zufang/SH1922240701198761984.html
整租·天山怡景苑 2室1厅 南,17900 元/月,88.67㎡,长宁-天山-天山怡景苑,https://sh.lianjia.com/zufang/SH1949800513260224512.html
整租·万峰梦湖苑 3室1厅 南,8500 元/月,115.63㎡,虹口-凉城-万峰梦湖苑,https://sh.lianjia.com/zufang/SH1922249088338755584.html
整租·市光二村 2室1厅 南,4500 元/月,71.66㎡,杨浦-中原-市光二村,https://sh.lianjia.com/zufang/SH1922255041171816448.html
整租·沪金大楼 1室1厅 南,5999 元/月,75.58㎡,静安-苏河湾-沪金大楼,https://sh.lianjia.com/zufang/SH1922264621377388544.html
